ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411D1B0,O,ptges3.L,PTGES3,Prostaglandin E synthase 3 (Cytosolic),Post-translational modification
ENOG411D1B4,T,"loc100494870.L, t2r32.S, t2r6.L, t2r3.L, tas2r7.L, t2r36.L, t2r8.L, t2r5.L, loc101731669.S, t2r36.S, loc100494404.S, Xelaev18028382m.g",TAS2R1,"taste receptor, type 2",Signal Transduction
ENOG411D1BA,K,None,"ZNF630, ZNF41",Zinc finger protein 630,Transcription
ENOG411D1BC,S,"ccdc9.L, ccdc9.S",CCDC9,Coiled-coil domain containing 9,Function Unknown
ENOG411D1BD,TU,"loc100487902.S, loc100487902.L",NA,zinc finger FYVE domain-containing protein 1-like,NA
ENOG411D1BE,I,loc100124841.L,NA,Tellurite resistance protein TehB,Lipid metabolism
ENOG411D1BF,K,"Xelaev18001367m.g, Xelaev18030351m.g, Xelaev18032663m.g","ZNF419, ZNF773",Zinc finger protein,Transcription
ENOG411D1BK,J,NA,TMA16,translation machinery associated 16 homolog (S. cerevisiae),Tranlsation
ENOG411D1BM,G,apmap-like.S,NA,Strictosidine synthase,Carbohydrate metabolism and transport
ENOG411D1BN,G,"loc100489267.S, loc100489267.L",NA,Galactosyltransferase,Carbohydrate metabolism and transport
ENOG411D1BR,V,loc100485776.L,BPIFB4,"BPI fold containing family B, member 4",NA
ENOG411D1C0,K,NA,MLF1,Myeloid leukemia factor 1,Transcription
ENOG411D1C3,T,pbk.L,PBK,PDZ binding kinase,Signal Transduction
ENOG411D1C7,K,"vsx2.L, vsx2.S",VSX2,Visual system homeobox 2,Transcription
ENOG411D1CA,S,"ankrd39.L, ankrd39.S",ANKRD39,Ankyrin repeat domain 39,Function Unknown
ENOG411D1CB,G,loc100492955.L,HK3,hexokinase 3 (white cell),Carbohydrate metabolism and transport
ENOG411D1CF,S,"itih4.L, itih4.S",ITIH4,"inter-alpha-trypsin inhibitor heavy chain family, member 4",Function Unknown
ENOG411D1CG,K,"loc100496968.L, loc100491165.L, Xelaev18001382m.g, zfp90-like.L, Xelaev18030392m.g",ZNF165,zinc finger protein 165,Transcription
ENOG411D1CM,U,srp72.L,SRP72,Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity),Intracellular trafficing and secretion
ENOG411D1CR,U,"Xelaev18027465m.g, rtp3.S, Xelaev18027467m.g, Xelaev18027461m.g, Xelaev18027462m.g, rtp3.L, Xelaev18027466m.g, Xelaev18027464m.g, Xelaev18027463m.g, loc100496614.S, loc100496614.L, Xelaev18029621m.g","RTP4, RTP3",receptor (chemosensory) transporter protein,Intracellular trafficing and secretion
ENOG411D1CU,S,"fam159a.S, fam159a.L",SHISAL2A,"family with sequence similarity 159, member A",Function Unknown
ENOG411D1CV,T,il27ra.L,IL27RA,"Interleukin 27 receptor, alpha",Signal Transduction
ENOG411D1CW,S,commd8.L,COMMD8,COMM domain containing 8,Function Unknown
ENOG411D1CZ,T,"amh.S, amh.L",AMH,Anti-Mullerian hormone,Signal Transduction
ENOG411D1D1,A,"Xelaev18006368m.g, Xelaev18019325m.g, Xelaev18009872m.g",LSM4,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)",RNA processing and modification
ENOG411D1D4,S,"misp.L, misp.S",MISP,Chromosome 19 open reading frame 21,Function Unknown
ENOG411D1D6,S,"tex2.1.S, tex2.1.L",NA,testis-expressed sequence 2 protein-like,Function Unknown
ENOG411D1D7,O,rnf186.L,RNF186,ring finger protein 186,Post-translational modification
ENOG411D1D9,K,"nkx1-2.L, nkx1-2.S, nkx1-1.S, nkx1-1.L","NKX1-1, NKX1-2",NK1 homeobox,Transcription
ENOG411D1DA,T,Xetrov90019239m.L,IGSF1,immunoglobulin superfamily member 1,Signal Transduction
ENOG411D1DB,A,"supv3l1.L, supv3l1.S",SUPV3L1,"suppressor of var1, 3-like 1 (S. cerevisiae)",RNA processing and modification
ENOG411D1DC,T,NA,RAB29,"RAB7, member RAS oncogene family-like 1",Signal Transduction
ENOG411D1DD,S,loc100492755-like.L,CCDC163,coiled-coil domain containing 163,Function Unknown
ENOG411D1DF,U,"cdhr5.L, cdhr5.S",CDHR5,cadherin-related family member 5,Intracellular trafficing and secretion
ENOG411D1DH,O,tbcb.L,TBCB,tubulin folding cofactor B,Post-translational modification
ENOG411D1DI,T,"arfip1.S, arfip1.L",ARFIP1,ADP-ribosylation factor interacting protein 1,Signal Transduction
ENOG411D1DJ,T,irs2.L,NA,PTB domain (IRS-1 type),Signal Transduction
ENOG411D1DK,S,NA,NA,Intermediate filament protein,Function Unknown
ENOG411D1DP,O,fancf.L,FANCF,"Fanconi anemia, complementation group F",Post-translational modification
ENOG411D1DS,Z,arpc2.L,ARPC2,"actin related protein 2 3 complex, subunit 2",Cytoskeleton
ENOG411D1DT,W,"ctnna2.L, ctnna2.S",NA,"catenin (cadherin-associated protein), alpha 2",NA
ENOG411D1DX,C,"slc25a42.S, slc25a42.L",SLC25A42,Solute carrier family 25 member 42,Energy production and conversion
ENOG411D1E0,E,"loc101730792.L, loc101730792.S",NA,Tryp_SPc,Amino Acid metabolis and transport
ENOG411D1E4,U,"Xelaev18011904m.g, Xelaev18011906m.g, Xelaev18011902m.g",IFT22,"RAB, member RAS oncogene family-like 5",Intracellular trafficing and secretion
ENOG411D1E7,S,"lyg2.S, lyg2.L, loc100485630.L",LYG2,lysozyme G-like 2,Function Unknown
ENOG411D1EB,S,"loc101731749.L, loc101731749.S",NA,BtpA family,Function Unknown
ENOG411D1EF,Z,NA,HAUS2,HAUS augmin-like complex subunit 2,Cytoskeleton
ENOG411D1EG,A,adad1.L,ADAD1,Adenosine deaminase domain containing 1 (Testis-specific),RNA processing and modification
ENOG411D1EM,S,loc100496714.L,NA,NmrA-like family,Function Unknown
ENOG411D1EU,O,"prdx5.S, prdx5.L",PRDX5,Peroxiredoxin 5,Post-translational modification
ENOG411D1EV,O,"dnajc5g.S, dnajc5g.L",NA,"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",Post-translational modification
ENOG411D1EX,S,ccdc172.L,CCDC172,coiled-coil domain containing 172,Function Unknown
ENOG411D1F0,U,loc101732617-like.L,CHIC1,Cysteine-rich hydrophobic domain 1,Intracellular trafficing and secretion
ENOG411D1F4,A,"szrd1.S, szrd1.L",SZRD1,SUZ RNA binding domain containing 1,RNA processing and modification
ENOG411D1F5,S,None,NA,KRAB-A domain containing 2,Function Unknown
ENOG411D1F7,S,commd7.S,COMMD7,COMM domain containing 7,Function Unknown
ENOG411D1F8,O,"tfpi2.S, tfpi2.L",TFPI2,tissue factor pathway inhibitor 2,Post-translational modification
ENOG411D1F9,Z,"kif15.S, kif15.L",KIF15,Kinesin family member 15,Cytoskeleton
ENOG411D1FD,O,pfdn2.S,PFDN2,Prefoldin subunit 2,Post-translational modification
ENOG411D1FG,K,"Xelaev18020007m.g, Xelaev18025850m.g",HAND1,Heart and neural crest derivatives expressed 1,Transcription
ENOG411D1FI,S,"loc100488660.S, loc100491715.L, loc100488660.L, loc100491885.S, loc100491885.L",NA,p2Y purinoceptor 1-like,Function Unknown
ENOG411D1FM,T,tnfrsf1a.L,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Signal Transduction
ENOG411D1FR,T,loc100489858.L,SLAMF1,Signaling lymphocytic activation molecule family member 1,Signal Transduction
ENOG411D1FV,S,"loc101731538-like.S, loc101731538-like.L",NA,N-acetyltransferase,Function Unknown
ENOG411D1FW,S,"loc100487055-like.L, loc100487055-like.S",C16orf46,chromosome 16 open reading frame 46,Function Unknown
ENOG411D1FX,T,tapbpl-like.L,TAPBPL,TAP binding protein-like,Signal Transduction
ENOG411D1FY,K,None,"ZNF415, ZNF836, ZNF677",zinc finger protein 677,Transcription
ENOG411D1G0,U,dcstamp.L,DCSTAMP,dendrocyte expressed seven transmembrane protein,Intracellular trafficing and secretion
ENOG411D1G2,S,NA,NA,NA,Function Unknown
ENOG411D1G3,TZ,loc100496216.L,NA,FH2,NA
ENOG411D1G5,C,pcca.L,PCCA,"propionyl CoA carboxylase, alpha polypeptide",Energy production and conversion
ENOG411D1G6,T,"Xelaev18021681m.g, Xelaev18021684m.g, Xelaev18024651m.g, Xetrov90026210m.L, loc100498173.L, Xelaev18021687m.g, loc100498173.S, Xelaev18021675m.g, loc100498328.L, Xelaev18021682m.g, Xelaev18021692m.g, Xelaev18021691m.g, Xelaev18021689m.g, Xetrov90026212m.L, Xelaev18024649m.g, Xelaev18021690m.g, loc100485132.L, Xelaev18021679m.g, loc100498014.L, Xelaev18021674m.g",NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,Signal Transduction
ENOG411D1G8,S,tspan8.L,TSPAN8,Tetraspanin 8,Function Unknown
ENOG411D1GD,D,cntd2.L,CNTD2,cyclin N-terminal domain containing 2,Cell cycle control and mitosis
ENOG411D1GE,T,Xelaev18040972m.g,NA,Immunoglobulin V-set domain,Signal Transduction
ENOG411D1GF,S,"kxd1.S, kxd1.L",KXD1,KxDL motif containing 1,Function Unknown
ENOG411D1GI,P,kcna7.L,NA,"potassium voltage-gated channel, shaker-related subfamily, member 7",Inorganic ion transport and metabolism
ENOG411D1GN,S,cdnf.L,CDNF,Cerebral dopamine neurotrophic factor,Function Unknown
ENOG411D1GR,U,NA,EMD,Stabilizes and promotes the formation of a nuclear actin cortical network. Stimulates actin polymerization in vitro by binding and stabilizing the pointed end of growing filaments. Inhibits beta-catenin activity by preventing its accumulation in the nucleus. Acts by influencing the nuclear accumulation of beta- catenin through a CRM1-dependent export pathway. Links centrosomes to the nuclear envelope via a microtubule association,Intracellular trafficing and secretion
ENOG411D1GU,Q,hsd17b3.L,HSD17B3,Hydroxysteroid (17-beta) dehydrogenase 3,Secondary Structure
ENOG411D1H4,S,rbm48.S,RBM48,RNA binding motif protein 48,Function Unknown
ENOG411D1H8,T,"loc100490589.L, loc100490589.S, loc100490761.L, loc100490761.S",GPR35,G protein-coupled receptor 35,Signal Transduction
ENOG411D1HE,K,"atf5.L, Xelaev18037659m.g",ATF5,Activating transcription factor 5,Transcription
ENOG411D1HM,O,"usp34.L, usp34.S",USP34,Ubiquitin specific peptidase 34,Post-translational modification
ENOG411D1HN,S,"loc100127309.S, unnamed.L",NA,F-box domain,Function Unknown
ENOG411D1HT,U,cldn14.S,CLDN14,claudin 14,Intracellular trafficing and secretion
ENOG411D1HU,Z,"gid8.S, gid8.L",GID8,GID complex subunit 8 homolog (S. cerevisiae),Cytoskeleton
ENOG411D1HV,U,"tmem158.S, tmem158.L",TMEM158,transmembrane protein 158,Intracellular trafficing and secretion
ENOG411D1HX,L,eme2.L,EME2,essential meiotic endonuclease 1 homolog 2 (S. pombe),Replication and repair
ENOG411D1HZ,J,"ict1.L, ict1.S",MRPL58,immature colon carcinoma transcript 1,Tranlsation
ENOG411D1I2,S,"gsg1l.L, gsg1l.S",NA,GSG1-like protein,Function Unknown
ENOG411D1I4,S,npm3.L,NPM3,"nucleophosmin nucleoplasmin, 3",Function Unknown
ENOG411D1I5,S,"lypd6.L, lypd6.S",LYPD6,LY6 PLAUR domain containing 6,Function Unknown
ENOG411D1I6,S,"mis12.S, mis12.L",MIS12,"MIS12, MIND kinetochore complex component, homolog (S. pombe)",Function Unknown
ENOG411D1I9,K,polr3g.L,POLR3G,Polymerase (RNA) III (DNA directed) polypeptide G (32kD),Transcription
ENOG411D1IA,S,None,CCDC36,Coiled-coil domain containing 36,Function Unknown
ENOG411D1IB,S,tmem98.S,TMEM98,Transmembrane protein 98,Function Unknown
ENOG411D1ID,E,loc100496507.1.S,GGT6,Gamma-glutamyltransferase 6,Amino Acid metabolis and transport
ENOG411D1II,K,"hes7.2.S, hes7.2.L",NA,Hairy and enhancer of split 7 (Drosophila),Transcription
ENOG411D1IS,T,None,NA,Protein tyrosine kinase,Signal Transduction
ENOG411D1IY,L,alkbh8.S,ALKBH8,"alkB, alkylation repair homolog 8 (E. coli)",Replication and repair
ENOG411D1J1,I,"ppapdc2.L, ppapdc2.S",PLPP6,Phosphatidic acid phosphatase type 2 domain containing 2,Lipid metabolism
ENOG411D1J3,I,faah2.L,FAAH2,Fatty acid amide hydrolase 2,Lipid metabolism
ENOG411D1J9,K,None,NA,Zinc finger protein,Transcription
ENOG411D1JB,S,loc101730314.L,NA,PDZ domain (Also known as DHR or GLGF),Function Unknown
ENOG411D1JD,T,"tnfrsf6b.L, tnfrsf6b.S",TNFRSF6B,Tumor necrosis factor receptor superfamily member,Signal Transduction
ENOG411D1JK,P,"rhag.L, rhag.S",NA,Ammonium Transporter Family,Inorganic ion transport and metabolism
ENOG411D1JP,K,"Xelaev18030429m.g, Xelaev18045833m.g, loc101732411.L, loc100493197.1.L, loc101732837.L, Xelaev18002305m.g",ZNF251,Zinc finger protein 251,Transcription
ENOG411D1JR,O,il22.S,IL26,interleukin 26,Post-translational modification
ENOG411D1JW,S,"loc100489732.S, loc100489732.L",NA,NA,Function Unknown
ENOG411D1JZ,G,"loc100497863.L, loc100485897.L, loc100498016.S, Xelaev18022180m.g, Xelaev18022176m.g, loc100498016.L, Xelaev18022178m.g, fut5.S","FUT3, FUT5, FUT6",galactoside,Carbohydrate metabolism and transport
ENOG411D1K0,S,"loc100486436-like.S, loc100486436-like.L",NA,Transmembrane protein 91,Function Unknown
ENOG411D1K2,Z,tnni1.2.S,NA,"troponin I, slow skeletal muscle-like",Cytoskeleton
ENOG411D1K3,S,"loc100487404-like.S, loc100487404-like.L","PCED1A, PCED1B",PC-esterase domain containing,Function Unknown
ENOG411D1K7,K,"msc.L, msc.S",MSC,musculin,Transcription
ENOG411D1KD,O,NA,"PIN1, PIN1P1",(peptidyl-prolyl cis trans isomerase) NIMA-interacting 1,Post-translational modification
ENOG411D1KI,O,"bcas4.L, bloc1s4.L",BLOC1S4,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino",Post-translational modification
ENOG411D1KK,S,"loc100485037-like.L, loc100485037-like.S",RESF1,kiaa1551,Function Unknown
ENOG411D1KS,Z,NA,STMN2,stathmin-like 2,Cytoskeleton
ENOG411D1M6,F,NA,"KTI12, NA","KTI12 homolog, chromatin associated (S. cerevisiae)",Nucleotide metabolism and transport
ENOG411D1MD,T,NA,CLDN5,claudin 5,Signal Transduction
ENOG411D1MF,W,"crlf1.L, crlf1.S",CRLF1,Cytokine receptor-like factor 1,NA
ENOG411D1MG,Z,"myl7.L, myl7.S",MYL7,"myosin, light chain 7, regulatory",Cytoskeleton
ENOG411D1MI,S,loc100126638.L,NA,Isy1-like splicing family,Function Unknown
ENOG411D1MU,T,efcab11.L,EFCAB11,EF-hand calcium binding domain 11,Signal Transduction
ENOG411D1MY,S,slamf8.S,SLAMF8,SLAM family member 8,Function Unknown
ENOG411D1N2,L,gmnn.L,GMNN,"geminin, DNA replication inhibitor",Replication and repair
ENOG411D1N4,J,NA,MRPL37,mitochondrial ribosomal protein L37,Tranlsation
ENOG411D1N6,S,hs1bp3.S,HS1BP3,HCLS1 binding protein 3,Function Unknown
ENOG411D1N8,S,NA,CCDC86,coiled-coil domain containing 86,Function Unknown
ENOG411D1NB,F,picalm.S,NA,ENTH,Nucleotide metabolism and transport
ENOG411D1NC,S,"vim.2.L, vim.2.S",NA,Intermediate filament protein,Function Unknown
ENOG411D1ND,D,kntc1.L,KNTC1,Kinetochore associated 1,Cell cycle control and mitosis
ENOG411D1NF,S,"tex15.S, tex15.L",TEX15,testis expressed 15,Function Unknown
ENOG411D1NQ,T,"ppp1r1a.S, ppp1r1a.L",PPP1R1A,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",Signal Transduction
ENOG411D1NT,Q,abcc13.L,NA,multidrug resistance-associated protein 1-like,Secondary Structure
ENOG411D1NV,S,fam107b.L,FAM107B,"Family with sequence similarity 107, member B",Function Unknown
ENOG411D1NX,S,"loc100487425-like.S, loc100487425-like.L",NA,NA,Function Unknown
ENOG411D1NY,K,None,NA,KRAB,Transcription
ENOG411D1NZ,S,coil.L,COIL,K13150 coilin,Function Unknown
ENOG411D1P0,S,"prr18.L, prr18.S",PRR18,proline rich 18,Function Unknown
ENOG411D1P1,T,NA,TSPO,translocator protein (18kDa),Signal Transduction
ENOG411D1P4,PT,"loc100490331.L, loc100496182.L, Xelaev18019287m.g, Xelaev18019306m.g, Xelaev18019276m.g, Xelaev18019286m.g, Xelaev18019303m.g, loc100495230.L, Xelaev18019269m.g, Xelaev18019305m.g, Xelaev18019289m.g, loc100494017.L, Xelaev18019299m.g, Xelaev18019272m.g, loc100493016.L, Xelaev18019290m.g, loc100491013.L, Xelaev18000909m.g, Xelaev18019294m.g, loc100493185.L, Xelaev18019267m.g, Xelaev18019284m.g, Xelaev18019285m.g, Xelaev18019270m.g, loc100496648.L, Xelaev18019307m.g, loc100493681.S, Xelaev18000906m.g, Xelaev18019297m.g, Xelaev18019308m.g, Xelaev18019265m.g, Xelaev18019310m.g, Xelaev18019304m.g, Xelaev18000910m.g, Xelaev18019264m.g, loc100496966.S, Xelaev18019266m.g, Xelaev18019292m.g, Xelaev18019259m.g, Xelaev18019311m.g, loc100491347.L, Xelaev18019262m.g, loc100492511.L, Xelaev18019291m.g, loc100491854.L, loc100493354.L, loc101733289.L, loc100495704.L, loc100492682.L, Xelaev18019283m.g, loc100494351.L, Xelaev18035868m.g, Xetrov90010023m.L, loc100496805.L, Xelaev18019261m.g, Xelaev18000908m.g, Xetrov90010018m.L, loc100490841.S, loc100491180.L, loc100490841.L",NA,extracellular calcium-sensing receptor-like,NA
ENOG411D1P5,E,loc100497505-like.S,NA,chymotrypsin-like elastase family member,Amino Acid metabolis and transport
ENOG411D1P6,S,c1orf74.L,C1orf74,Chromosome 1 open reading frame 74,Function Unknown
ENOG411D1P8,IU,"mttp.2.S, mttp.2.L",NA,microsomal triglyceride transfer protein large subunit-like,NA
ENOG411D1PJ,S,None,NA,7 transmembrane receptor (rhodopsin family),Function Unknown
ENOG411D1PQ,S,NA,NA,Galactose binding lectin domain,Function Unknown
ENOG411D1PR,K,"emx1.L, emx1.S",NA,Homeobox domain,Transcription
ENOG411D1PS,K,"Xelaev18030342m.g, Xelaev18032622m.g, Xelaev18039099m.g, Xelaev18030393m.g, Xelaev18002336m.g","ZNF256, ZNF772",zinc finger protein 772,Transcription
ENOG411D1PU,A,vopp1.L,VOPP1,"Vesicular, overexpressed in cancer, prosurvival protein 1",RNA processing and modification
ENOG411D1PZ,S,"loc100488442.S, ankrd63.L",ANKRD63,ankyrin repeat domain 63,Function Unknown
ENOG411D1Q0,K,"foxo6.L, foxo6.S",NA,Fork head domain,Transcription
ENOG411D1Q1,T,"bag4.S, bag4.L",BAG4,BCL2-associated athanogene 4,Signal Transduction
ENOG411D1Q4,S,"loc100490626.L, loc100490626.S",NA,7 transmembrane receptor (rhodopsin family),Function Unknown
ENOG411D1Q9,S,NA,SPC24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",Function Unknown
ENOG411D1QA,P,loc100490052.L,NA,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",Inorganic ion transport and metabolism
ENOG411D1QB,C,NA,MT-CO1,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,Energy production and conversion
ENOG411D1QC,S,"c14orf37.L, c14orf37.S",ARMH4,chromosome 14 open reading frame 37,Function Unknown
ENOG411D1QD,G,loc100127873.L,NA,GHMP kinases C terminal,Carbohydrate metabolism and transport
ENOG411D1QF,T,"loc101734256.S, loc101734256.L",NA,Serpentine type 7TM GPCR chemoreceptor Srsx,Signal Transduction
ENOG411D1QH,J,"eif1ax.L, eif1ax.S","EIF1AX, EIF1AY",Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits (By similarity),Tranlsation
ENOG411D1QI,T,"slc6a16.L, slc6a16.S",NA,transporter,Signal Transduction
ENOG411D1QK,U,NA,PRELID2,PRELI domain containing 2,Intracellular trafficing and secretion
ENOG411D1QN,S,loc101732869-like.L,PERM1,chromosome 1 open reading frame 170,Function Unknown
ENOG411D1QP,U,rab20.L,RAB20,"RAB20, member RAS oncogene family",Intracellular trafficing and secretion
ENOG411D1QT,O,"birc7.L, Xetrov90022283m.L",BIRC7,baculoviral IAP repeat containing 7,Post-translational modification
ENOG411D1QU,T,adcyap1.S,ADCYAP1,adenylate cyclase activating polypeptide 1 (pituitary),Signal Transduction
ENOG411D1QW,BK,macrod2.S,MACROD2,MACRO domain containing 2,NA
ENOG411D1R1,T,"sbk1.L, sbk1.S",NA,STYKc,Signal Transduction
ENOG411D1R4,O,loc100494722.S,NA,LON peptidase N-terminal domain and RING finger protein 1-like,Post-translational modification
ENOG411D1R6,CG,Xetrov90024116m.L,NA,UDP-Glucuronosyltransferase,NA
ENOG411D1R7,O,"tgm4.L, loc100488471.L",TGM4,transglutaminase 4 (prostate),Post-translational modification
ENOG411D1RB,U,tspan32.L,TSPAN32,tetraspanin 32,Intracellular trafficing and secretion
ENOG411D1RM,S,"loc100494196.L, loc100494196.S",NA,7 transmembrane receptor (rhodopsin family),Function Unknown
ENOG411D1RR,T,"bcam.L, bcam.S",BCAM,Basal cell adhesion molecule (Lutheran blood group),Signal Transduction
ENOG411D1RU,T,loc100486333-like.L,NA,Protein tyrosine kinase,Signal Transduction
ENOG411D1RY,S,Xetrov90001375m.L,CFAP299,chromosome 4 open reading frame 22,Function Unknown
ENOG411D1RZ,S,"rai1.S, rai1.L",NA,Retinoic acid induced 1,Function Unknown
ENOG411D1S0,W,"col3a1.S, col3a1.L",NA,Collagen type III alpha 1,NA
ENOG411D1SA,S,Xetrov90015755m.L,NA,Inherit from biNOG: UPF0661 TPR repeat-containing protein C16D10.01c-like,Function Unknown
ENOG411D1SB,S,"unnamed.L, unnamed.S",NA,"zinc finger protein 36, C3H1 type-like",Function Unknown
ENOG411D1SC,S,tmem50b.S,TMEM50B,Transmembrane protein 50B,Function Unknown
ENOG411D1SE,K,znf605.1.L,NA,Zinc finger protein,Transcription
ENOG411D1SI,S,NA,NA,lens fiber membrane intrinsic protein-like,Function Unknown
ENOG411D1SK,LT,None,NA,Cryptochrome 1 (Photolyase-like),NA
ENOG411D1SN,K,"znf740.S, znf740.L",ZNF740,Zinc finger protein 740,Transcription
ENOG411D1SU,S,vstm5.L,VSTM5,V-set and transmembrane domain containing 5,Function Unknown
ENOG411D1SX,T,"Xelaev18036145m.g, fgf21.S",FGF21,fibroblast growth factor 21,Signal Transduction
ENOG411D1T2,M,NA,NA,Nucleotidyl transferase,Cell wall/membrane/envelop biogenesis
ENOG411D1T3,Q,loc100489103.L,NA,KR domain,Secondary Structure
ENOG411D1T8,K,"loc100494087.S, loc100494087.L, mypop.S, mypop.L",MYPOP,"myb-related transcription factor, partner of profilin",Transcription
ENOG411D1TG,T,rgs4.L,RGS4,regulator of G-protein signaling 4,Signal Transduction
ENOG411D1TM,V,"dusp10.2.S, dusp10.2.L",NA,DSPc,NA
ENOG411D1TS,S,None,SH2D7,SH2 domain containing 7,Function Unknown
ENOG411D1TT,S,morn5.S,MORN5,MORN repeat containing 5,Function Unknown
ENOG411D1TV,Z,"loc100497733-like.L, loc100497733-like.S",MID1IP1,Mid1 interacting protein 1,Cytoskeleton
ENOG411D1U1,K,"loc100489897.S, Xelaev18002290m.g",ZNF274,zinc finger protein 274,Transcription
ENOG411D1U3,S,"loc100496010.L, loc100496010.S",NA,NA,Function Unknown
ENOG411D1U6,C,"Xelaev18004681m.g, Xelaev18000131m.g",MT-ATP6,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel",Energy production and conversion
ENOG411D1UD,L,dxo.L,DXO,Dom-3 homolog Z (C. elegans),Replication and repair
ENOG411D1UM,A,apobec4.S,APOBEC4,"Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4",RNA processing and modification
ENOG411D1UT,S,"dio2.S, dio2.L",DIO2,"Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine) (By similarity)",Function Unknown
ENOG411D1UU,T,"lyve1.L, lyve1.S",LYVE1,Lymphatic vessel endothelial hyaluronan receptor 1,Signal Transduction
ENOG411D1UZ,S,None,CCDC117,coiled-coil domain containing 117,Function Unknown
ENOG411D1V0,T,"loc100489773-like.L, loc100489773-like.S",NA,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",Signal Transduction
ENOG411D1V2,D,mtpap.L,MTPAP,Mitochondrial poly(A) polymerase,Cell cycle control and mitosis
ENOG411D1V3,K,itgb3bp.L,ITGB3BP,Integrin beta 3 binding protein (Beta3-endonexin),Transcription
ENOG411D1V4,S,loc100486876-like.S,NA,Eukaryotic protein of unknown function (DUF829),Function Unknown
ENOG411D1V7,S,tspan10.S,TSPAN10,tetraspanin 10,Function Unknown
ENOG411D1VF,S,None,NA,Inherit from KOG: Retrotransposon protein,Function Unknown
ENOG411D1VJ,S,c18orf54.S,LAS2,chromosome 18 open reading frame 54,Function Unknown
ENOG411D1VK,U,anxa9.L,ANXA9,annexin A9,Intracellular trafficing and secretion
ENOG411D1VV,O,iqcc-like.L,IQCC,IQ motif containing C,Post-translational modification
ENOG411D1VW,S,loc101733643.L,ERICH6B,"family with sequence similarity 194, member B",Function Unknown
ENOG411D1VY,K,NA,"TWIST2, TWIST1",twist homolog 2 (Drosophila),Transcription
ENOG411D1W1,K,"loc105945411.S, loc101731131.L",ZNF493,Zinc finger protein,Transcription
ENOG411D1W3,K,"neurog3.L, neurog3.S",NEUROG3,Neurogenin 3,Transcription
ENOG411D1W5,U,"exoc1.L, exoc1.S",EXOC1,Exocyst complex component 1,Intracellular trafficing and secretion
ENOG411D1WI,S,"loc100497319-like.S, loc100497319-like.L",NA,SPRY domain,Function Unknown
ENOG411D1WJ,T,"Xelaev18015214m.g, Xelaev18016469m.g, loc105946688.L, loc105946688.S",TPBGL,Trophoblast glycoprotein-like,Signal Transduction
ENOG411D1WN,K,NA,MEF2B,Myocyte enhancer factor 2B,Transcription
ENOG411D1WS,V,styxl1.L,STYXL1,Serine threonine tyrosine interacting-like 1,NA
ENOG411D1WT,U,"loc101733157.S, loc101733157.L",NA,Cadherin domain,Intracellular trafficing and secretion
ENOG411D1WX,S,fam101a.L,RFLNA,"Family with sequence similarity 101, member A",Function Unknown
ENOG411D1WZ,TW,loc100498069.S,NA,latrophilin 3,NA
ENOG411D1X0,K,id4.L,ID4,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",Transcription
ENOG411D1X2,O,ubap1l.L,UBAP1L,ubiquitin associated protein 1-like,Post-translational modification
ENOG411D1X3,G,NA,NA,major facilitator superfamily domain-containing protein 1-like,Carbohydrate metabolism and transport
ENOG411D1X7,O,"loc105946180.L, loc105946180.S",NA,RING finger protein 223,Post-translational modification
ENOG411D1XA,F,nme4.S,NME4,NME NM23 nucleoside diphosphate kinase 4,Nucleotide metabolism and transport
ENOG411D1XK,A,rtca.L,RTCA,RNA 3'-terminal phosphate cyclase,RNA processing and modification
ENOG411D1XN,K,loc100498327.L,ZNF311,zinc finger protein 311,Transcription
